millis,mA
46294,189.00
46297,181.20
46299,176.90
46302,186.90
46305,184.60
46307,191.60
46310,189.20
46313,185.20
46316,182.80
46318,188.70
46321,183.80
46324,193.60
46327,185.30
46329,187.50
46332,184.10
46336,190.50
46339,186.40
46341,191.30
46344,190.00
46347,190.80
46350,175.90
46352,187.90
46355,187.10
46358,196.70
46361,187.20
46363,195.20
46366,186.00
46369,188.80
46371,171.70
46374,191.70
46377,191.90
46381,175.90
46383,183.30
46386,193.40
46389,192.60
46392,191.00
46394,187.50
46397,189.90
46400,179.00
46403,187.30
46405,189.60
46408,189.80
46411,191.00
46414,192.70
46416,191.30
46419,189.70
46423,187.80
46426,191.10
46428,187.20
46431,181.60
46434,186.50
46436,196.50
46439,192.20
46442,186.10
46445,201.30
46447,191.70
46450,182.50
46453,196.20
46456,193.10
46458,189.50
46461,197.00
46465,189.20
46468,190.10
46470,190.20
46473,190.20
46476,188.50
46479,193.90
46481,190.50
46484,190.40
46487,193.70
46490,195.60
46492,189.10
46495,194.70
46498,186.40
46501,191.60
46503,186.30
46507,191.10
46510,188.80
46512,189.10
46515,192.30
46518,186.00
46521,192.50
46523,192.70
46526,188.70
46529,188.30
46532,190.50
46534,196.30
46537,188.80
46540,191.10
46543,190.50
46545,187.30
46548,185.90
46552,199.20
46555,191.10
46557,185.10
46560,190.10
46563,187.60
46566,181.60
46568,188.50
46571,190.80
46574,191.80
46576,189.90
46579,189.60
46582,187.00
46585,190.80
46587,190.40
46590,187.00
46594,193.10
46597,187.30
46599,182.40
46602,188.40
46605,187.60
46608,187.20
46610,191.60
46613,187.40
46616,179.10
46619,189.40
46621,187.40
46624,187.80
46627,193.00
46630,187.30
46632,180.20
46636,192.10
46639,190.30
46641,182.90
46644,194.80
46647,187.50
46650,188.70
46652,190.70
46655,187.40
46658,186.00
46661,189.00
46663,185.00
46666,184.80
46669,190.50
46672,186.70
46674,190.40
46678,192.70
46681,189.60
46684,185.60
46686,186.60
46689,192.90
46692,188.60
46694,188.80
46697,193.10
46700,186.70
46703,188.70
46705,185.60
46708,190.60
46711,186.90
46714,182.90
46716,191.10
46720,187.90
46723,181.10
46726,187.80
46728,184.60
46731,181.90
46734,186.70
46737,189.90
46739,177.10
46742,187.70
46745,187.60
46748,184.60
46750,188.10
46753,187.70
46756,186.90
46759,188.40
46761,183.40
46765,194.90
46768,190.40
46770,188.50
46773,188.60
46776,187.30
46779,185.10
46781,187.60
46784,190.40
46787,184.60
46790,190.10
46792,193.20
46795,189.90
46798,189.80
46801,191.00
46803,193.90
46807,188.80
46810,190.30
46813,196.80
46815,184.90
46818,188.20
46821,193.20
46824,191.40
46826,187.80
46829,176.70
46832,181.80
46834,184.10
46837,176.50
46840,187.90
46843,186.30
46845,179.30
46849,183.90
46852,196.50
46855,188.40
46857,190.30
46860,188.10
46863,188.10
46866,189.90
46868,186.20
46871,188.00
46874,191.00
46877,185.10
46879,184.00
46882,178.20
46885,190.80
46888,188.40
46891,183.80
46894,202.00
46897,190.40
46899,180.50
46902,197.20
46905,189.50
46908,188.50
46910,195.60
46913,185.80
46916,180.80
46919,196.60
46921,190.30
46924,185.80
46927,186.10
46930,189.10
46932,180.40
46936,193.30
46939,188.60
46942,188.20
46944,192.60
46947,183.80
46950,183.00
46953,189.80
46955,186.20
46958,187.90
46961,195.60
46963,188.90
46966,179.80
46969,190.40
46972,193.60
46974,185.80
46978,190.10
46981,191.10
46984,185.80
46986,185.90
46989,191.40
46992,198.80
46995,190.20
46997,186.30
47000,184.40
47003,192.20
47006,188.00
47008,202.80
47011,189.90
47014,194.70
47017,190.20
47020,187.80
47023,183.70
47026,192.80
47029,185.90
47031,190.20
47034,189.50
47037,183.00
47039,190.00
47042,192.50
47045,184.90
47048,190.70
47050,191.40
47053,190.30
47056,181.60
47059,195.10
47062,196.40
47065,183.10
47068,187.80
47071,183.60
47073,186.40
47076,189.00
47079,187.00
47082,187.30
47084,190.20
47087,182.80
47090,187.00
47093,188.70
47095,186.40
47098,185.50
47101,186.50
47104,185.60
47107,188.10
47110,191.70
47113,184.30
47115,185.90
47118,190.30
47121,189.80
47124,191.80
47126,185.80
47129,188.40
47132,185.50
47135,185.30
47137,183.80
47140,194.70
47143,186.30
47147,187.10
47149,187.40
47152,189.90
47155,184.80
47158,187.00
47160,188.30
47163,187.40
47166,180.80
47168,187.70
47171,184.90
47174,189.10
47177,183.40
47179,179.60
47182,183.50
47185,185.30
47188,177.80
47191,188.50
47194,193.00
47197,183.20
47200,184.40
47202,188.50
47205,185.70
47208,188.20
47211,187.40
47213,179.20
47216,180.20
47219,193.80
47222,197.00
47224,194.40
47227,196.80
47230,191.70
47233,183.20
47236,194.90
47239,200.30
47242,197.80
47244,198.70
47247,194.10
47250,1261.10
47253,2730.60
47256,1747.50
47258,1349.90
47261,1153.00
47264,1225.80
47267,1036.10
47269,1002.80
47272,944.10
47276,956.00
47279,1102.60
47282,1097.10
47284,1061.40
47287,1073.20
47290,1071.40
47293,1425.60
47295,1427.30
47298,1058.00
47301,748.20
47304,724.30
47307,755.70
47309,1269.20
47312,1458.30
47315,1992.00
47319,3106.30
47321,2916.60
47324,1148.50
47327,1090.10
47330,1096.50
47333,1087.90
47335,1092.80
47338,1094.40
47341,1094.50
47344,1092.60
47347,718.00
47349,713.60
47352,725.90
47355,718.40
47357,719.30
47361,731.80
47364,725.00
47367,837.60
47369,845.50
47372,848.10
47375,845.60
47378,842.30
47380,848.10
47383,838.40
47386,853.20
47389,847.80
47391,846.00
47394,843.60
47397,843.70
47400,831.60
47403,845.80
47406,1104.70
47409,2386.40
47412,2176.50
47414,2056.90
47417,2013.50
47420,1909.00
47423,2023.30
47426,2199.50
47428,2069.00
47431,2066.90
47434,2230.30
47437,2061.90
47440,2099.30
47442,1420.30
47446,1013.70
47449,1005.50
47452,1018.90
47454,1021.00
47457,1033.00
47460,1024.70
47463,654.40
47466,661.80
47468,680.70
47471,679.10
47474,697.70
47477,695.70
47479,691.00
47482,697.30
47485,728.60
47488,717.40
47491,712.80
47494,701.00
47497,1528.90
47499,2361.00
47502,2080.30
47505,2105.20
47508,616.10
47511,618.90
47513,626.00
47516,612.30
47519,625.30
47522,629.50
47524,616.90
47527,626.30
47531,628.40
47534,622.00
47536,623.50
47539,614.30
47542,631.00
47544,618.30
47547,621.10
47550,617.50
47553,615.20
47555,630.50
47558,622.00
47561,627.90
47564,629.40
47566,630.20
47569,623.00
47572,630.00
47576,632.70
47578,626.00
47581,634.10
47584,631.50
47587,622.40
47589,629.40
47592,632.00
47595,626.80
47598,625.50
47600,626.60
47603,626.60
47606,632.10
47609,627.80
47611,628.20
47614,630.90
47618,626.80
47620,625.80
47623,637.50
47626,631.00
47629,626.80
47631,636.00
47634,631.40
47637,628.20
47640,624.50
47642,634.30
47645,633.00
47648,631.60
47651,632.20
47653,627.10
47656,633.00
47660,636.60
47663,630.10
47665,622.20
47668,636.20
47671,633.90
47674,626.00
47676,625.10
47679,618.00
47682,627.50
47685,634.10
47687,624.70
47690,635.20
47693,627.00
47695,643.80
47698,218.50
47702,208.70
47705,205.60
47707,204.40
47710,202.90
47713,228.80
47716,205.90
47718,217.90
47721,217.80
47724,244.40
47727,245.10
47729,255.10
47732,240.80
47735,235.90
47738,248.90
47740,242.10
47744,240.70
47747,244.80
47750,238.60
47752,241.50
47755,243.80
47758,244.80
47760,242.70
47763,245.10
47766,240.10
47769,238.80
47771,246.90
47774,245.10
47777,237.30
47780,245.40
47782,236.20
47785,239.80
47789,242.80
47792,243.50
47794,243.60
47797,242.60
47800,241.60
47803,240.80
47805,240.50
47808,244.60
47811,245.60
47814,247.30
47816,248.00
47819,242.60
47822,244.00
47824,236.60
47827,243.10
47831,253.10
47834,248.70
47836,244.60
47839,249.50
47842,245.90
47845,234.50
47847,245.20
47850,242.90
47853,245.20
47856,242.30
47858,249.20
47861,238.10
47864,243.50
47867,246.30
47869,251.80
47873,244.40
47876,243.10
47879,239.70
47881,250.00
47884,245.70
47887,244.60
47890,246.50
47892,242.60
47895,243.80
47898,248.30
47900,249.30
47903,245.50
47906,251.10
47909,249.00
47911,241.20
47915,247.10
47918,238.10
47921,227.40
47923,235.50
47926,227.40
47929,234.00
47932,225.60
47934,223.90
47937,227.50
47940,230.10
47943,225.90
47945,233.10
47948,224.00
47951,226.90
47953,233.10
47956,227.40
47960,224.30
47963,223.00
47965,224.20
47968,212.80
47971,229.00
47974,231.20
47976,233.30
47979,227.10
47982,226.10
47985,229.20
47987,226.80
47990,230.30
47993,235.70
47996,236.40
47998,225.50
48002,229.70
48005,233.20
48008,232.10
48010,241.20
48013,231.00
48016,228.40
48018,233.90
48021,231.10
48024,231.50
48027,229.90
48029,229.30
48032,229.20
48035,234.60
48038,238.40
48040,233.40
48044,232.90
48047,235.70
48050,237.30
48052,234.20
48055,228.20
48058,236.90
48061,230.80
48063,228.80
48066,238.30
48069,229.10
48071,229.80
48074,233.50
48077,229.00
48080,235.20
48082,229.00
48086,231.60
48089,231.80
48092,231.50
48094,229.20
48097,229.20
48100,232.40
48103,237.10
48105,234.80
48108,231.60
48111,235.70
48114,232.60
48116,235.70
48119,230.40
48122,235.30
48125,230.60
48128,230.10
48131,227.70
48134,230.40
48136,225.30
48139,229.90
48142,231.30
48145,231.20
48147,228.20
48150,232.50
48153,234.10
48156,231.80
48158,236.40
48161,232.10
48164,228.20
48167,229.20
48169,229.50
48173,234.10
48176,240.70
48179,227.10
48181,226.10
48184,230.00
48187,196.80
48189,194.40
48192,214.20
48195,235.80
48198,199.50
48200,199.10
48203,202.00
48206,195.90
48209,209.10
48211,205.20
48215,212.30
48218,212.40
48221,210.60
48223,207.00
48226,209.70
48229,205.20
48232,209.40
48234,204.80
48237,204.10
48240,199.10
48243,205.40
48245,203.40
48248,205.10
48251,212.50
48254,206.20
48257,201.70
48260,201.70
48263,197.30
48265,202.00
48268,204.40
48271,210.10
48274,196.50
48276,199.50
48279,209.80
48282,194.00
48285,200.30
48287,207.00
48290,197.90
48293,197.20
48296,209.40
48299,188.00
48302,196.20
48305,198.70
48308,197.40
48310,198.30
48313,201.10
48316,192.00
48318,202.90
48321,212.60
48324,210.20
48327,204.70
48329,206.40
48332,200.50
48335,206.90
48338,217.70
48340,202.10
48344,211.40
48347,213.10
48350,214.50
48352,198.30
48355,209.30
48358,217.60
48361,206.50
48363,224.80
48366,191.70
48369,200.20
48372,222.30
48374,206.40
48377,225.20
48380,208.60
48382,208.10
48386,219.50
48389,208.10
48392,227.60
48394,201.40
48397,207.30
48400,219.50
48403,204.90
48405,221.60
48408,203.50
48411,197.20
48414,222.80
48416,200.00
48419,224.90
48422,212.00
48425,208.50
48428,208.10
48431,212.90
48434,213.60
48436,215.90
48439,213.20
48442,207.20
48445,207.40
48447,218.20
48450,203.60
48453,219.00
48456,207.30
48458,215.80
48461,204.20
48464,208.10
48467,219.40
48470,202.50
48473,230.00
48476,207.10
48479,206.60
48481,221.90
48484,220.30
48487,209.50
48490,208.80
48492,229.00
48495,207.60
48498,220.70
48500,208.90
48503,223.30
48506,205.80
48509,230.00
48512,218.30
48515,206.10
48518,214.00
48521,215.80
48523,214.40
48526,214.00
48529,215.60
48532,200.40
48534,213.40
48537,215.20
48540,212.50
48542,211.50
48545,221.60
48548,206.50
48551,220.40
48553,202.60
48557,200.70
48560,225.10
48563,204.80
48565,220.80
48568,207.00
48571,206.00
48574,223.40
48576,205.50
48579,222.80
48582,197.30
48585,207.00
48587,217.80
48590,212.10
48593,206.20
48596,216.80
48599,213.70
48602,203.70
48605,225.20
48607,215.40
48610,201.10
48613,219.10
48616,208.10
48618,221.00
48621,206.60
48624,199.00
48627,193.60
48629,204.00
48632,202.90
48635,224.20
48638,204.10
48641,205.50
48644,222.70
48647,206.50
48650,225.90
48652,201.30
48655,203.50
48658,221.40
48660,206.60
48663,227.10
48666,199.40
48669,202.10
48671,217.00
48674,230.70
48677,208.60
48680,206.90
48683,219.00
48686,206.10
48689,222.30
48692,206.30
48694,204.40
48697,220.00
48700,202.40
48703,223.00
48705,207.40
48708,207.20
48711,217.00
48713,209.50
48716,217.90
48719,204.90
48722,223.00
48724,215.30
48728,221.60
48731,195.70
48734,214.10
48736,226.50
48739,195.70
48742,218.90
48745,214.70
48747,196.80
48750,213.70
48753,214.90
48756,211.30
48758,212.20
48761,207.60
48764,209.70
48768,219.40
48770,205.30
48773,210.20
48776,218.20
48778,205.40
48781,224.30
48784,205.40
48787,199.50
48789,216.40
48792,201.90
48795,234.40
48798,202.80
48800,207.60
48803,225.00
48806,206.00
48809,220.90
48812,199.90
48815,198.40
48818,194.00
48821,211.50
48823,215.50
48826,220.20
48829,218.50
48831,212.40
48834,209.60
48837,225.80
48840,221.90
48842,206.50
48845,225.20
48848,210.70
48851,216.10
48854,210.30
48857,211.30
48860,219.80
48863,215.50
48865,216.30
48868,207.30
48871,207.30
48874,219.30
48876,202.40
48879,233.10
48882,201.70
48885,206.20
48887,227.50
48890,200.90
48893,225.80
48896,218.00
48899,206.60
48902,224.90
48905,211.70
48907,219.10
48910,209.50
48913,216.20
48916,203.40
48918,206.30
48921,210.10
48924,204.10
48927,201.80
48929,204.60
48932,196.50
48935,202.30
48939,212.50
48941,209.10
48944,210.80
48947,209.40
48950,206.20
48952,204.10
48955,211.70
48958,209.40
48960,215.60
48963,209.40
48966,199.70
48969,207.20
48971,210.70
48974,209.60
48977,208.20
48980,210.60
48983,204.00
48986,205.70
48989,210.80
48992,209.40
48994,207.50
48997,209.20
49000,205.40
49003,206.20
49005,206.40
49008,214.80
49011,206.30
49013,214.20
49016,222.60
49019,209.00
49022,210.60
49025,205.40
49028,211.00
49031,211.30
49034,207.60
49036,212.50
49039,207.60
49042,214.90
49045,207.70
49047,204.70
49050,207.60
49053,212.00
49056,208.70
49058,200.30
49061,215.20
49064,213.30
49068,212.80
49070,205.40
49073,211.00
49076,209.90
49078,213.90
49081,211.70
49084,203.20
49087,213.70
49089,210.40
49092,209.50
49095,209.70
49098,203.60
49100,208.20
49103,210.80
49106,207.70
49110,213.40
49112,209.10
49115,203.40
49118,205.90
49121,213.20
49123,213.30
49126,206.60
49129,203.60
49132,205.70
49134,207.20
49137,211.10
49140,216.90
49142,209.50
49145,208.80
49148,202.40
49152,214.00
49154,207.60
49157,217.00
49160,209.50
49163,209.70
49165,217.00
49168,207.60
49171,213.50
49174,212.20
49176,208.10
49179,210.60
49182,211.10
49185,211.40
49187,210.80
49190,213.20
49193,214.90
49196,205.80
49199,202.10
49202,204.30
49205,205.50
49207,209.10
49210,205.30
49213,206.40
49216,202.70
49218,208.10
49221,210.80
49224,213.30
49227,212.70
49229,203.60
49232,202.50
49235,210.40
49239,200.80
49241,212.00
49244,209.20
49247,197.20
49250,203.70
49252,208.10
49255,207.00
49258,207.20
49260,210.70
49263,198.10
49266,202.90
49269,208.90
49271,208.30
49274,210.50
49277,206.40
49281,208.50
49283,195.80
49286,208.50
49289,210.90
49292,207.30
49294,204.60
49297,208.00
49300,205.10
49303,206.80
49305,211.10
49308,211.00
49311,222.30
49314,212.80
49316,203.70
49319,214.70
49323,210.50
49325,210.40
49328,216.30
49331,208.80
49334,202.10
49336,210.80
49339,205.60
49342,212.10
49345,213.60
49347,213.70
49350,213.20
49353,192.50
49356,206.00
49358,210.50
49361,205.50
49364,211.10
49368,220.30
49370,230.00
49373,217.50
49376,203.60
49379,220.70
49381,202.90
49384,220.80
49387,201.60
49389,199.90
49392,218.70
49395,211.50
49398,214.10
49400,206.80
49403,210.00
49406,218.20
49410,200.00
49412,224.50
49415,216.20
49418,210.50
49421,214.90
49423,206.40
49426,209.70
49429,210.70
49432,201.20
49434,223.90
49437,209.40
49440,224.90
49443,219.60
49445,201.70
49448,188.80
49452,225.40
49454,213.90
49457,229.20
49460,208.10
49463,209.20
49465,221.40
49468,212.00
49471,223.90
49474,204.10
49476,215.10
49479,219.50
49482,207.80
49485,230.10
49487,202.40
49490,210.40
49494,204.20
49497,227.10
49499,199.20
49502,201.90
49505,219.60
49508,204.10
49510,225.70
49513,204.80
49516,201.40
49519,227.90
49521,207.90
49524,225.70
49527,204.70
49529,208.40
49532,208.90
49536,207.20
49539,223.80
49541,198.40
49544,225.70
49547,213.10
49550,222.50
49552,202.80
49555,212.10
49558,209.20
49561,222.80
49563,204.20
49566,208.20
49569,216.90
49572,202.10
49574,214.70
49577,209.70
49581,205.40
49583,215.90
49586,204.30
49589,222.80
49592,206.90
49594,212.00
49597,219.20
49600,199.00
49603,224.80
49605,205.90
49608,208.90
49611,208.40
49614,207.80
49616,214.60
49619,215.50
49623,213.80
49626,219.60
49628,211.80
49631,214.00
49634,195.20
49636,198.30
49639,189.70
49642,220.90
49645,224.50
49647,213.30
49650,203.70
49653,212.90
49656,200.10
49658,221.70
49661,209.60
49665,211.20
49668,216.50
49670,204.90
49673,229.40
49676,200.20
49679,203.40
49681,219.70
49684,208.10
49687,223.50
49690,214.60
49692,220.40
49695,208.80
49698,212.90
49701,209.50
49703,206.20
49707,211.20
49710,206.40
49712,210.80
49715,206.10
49718,201.90
49721,217.10
49723,217.20
49726,211.40
49729,218.40
49732,219.50
49734,212.40
49737,227.30
49740,214.90
49743,215.30
49745,216.60
49748,221.30
49752,216.70
49755,210.60
49757,211.00
49760,214.70
49763,212.80
49765,205.40
49768,211.10
49771,218.00
49774,219.60
49776,207.80
49779,223.40
49782,202.80
49785,204.90
49787,204.40
49790,202.90
49794,196.60
49797,209.10
49799,200.80
49802,204.90
49805,206.80
49808,213.00
49810,215.00
49813,203.70
49816,196.70
49819,199.80
49821,205.60
49824,204.60
49827,202.30
49829,203.50
49832,191.60
49836,209.00
49839,206.80
49841,202.30
49844,203.20
49847,193.00
49850,178.20
49852,185.60
49855,181.00
49858,188.80
49861,194.90
49863,187.50
49866,181.00
49869,189.80
49872,189.00
49874,185.70
49878,185.90
49881,183.40
49883,177.90
49886,183.70
49889,186.70
49892,186.20
49894,185.00
49897,189.90
49900,177.70
49903,183.70
49905,185.90
49908,182.70
49911,187.80
49914,186.00
49916,171.60
49920,184.30
49923,182.50
49926,179.40
49928,179.40
49931,180.50
49934,173.50
49937,184.40
49939,187.90
49942,187.40
49945,186.40
49947,183.70
49950,184.60
49953,185.50
49956,183.40
49958,183.80
49961,184.30
49965,181.80
49968,187.60
49970,180.40
49973,182.90
49976,184.00
49979,181.70
49981,185.50
49984,185.70
49987,185.10
49990,185.50
49992,186.50
49995,184.60
49998,190.80
50000,187.90
50003,184.30
50007,172.10
50010,183.20
50012,184.70
50015,186.00
50018,183.50
50021,184.10
50023,177.50
50026,181.20
50029,187.20
50032,171.20
50034,177.20
50037,187.70
50040,177.20
50043,178.80
50045,179.80
50049,185.80
50052,186.20
50055,182.30
50057,184.10
50060,180.50
50063,181.40
50066,179.30
50068,182.80
50071,183.20
50074,185.80
50076,185.50
50079,182.70
50082,177.80
50085,182.70
50087,191.90
50091,184.30
50094,186.60
50097,190.70
50099,178.70
50102,180.20
50105,191.30
50108,182.80
50110,180.10
50113,192.10
50116,177.40
50119,185.10
50121,191.80
50124,181.20
50127,182.80
50130,187.40
50132,174.50
50136,184.10
50139,186.80
50141,188.00
50144,183.40
50147,192.60
50150,180.90
50152,186.70
50155,189.20
50158,182.40
50161,184.10
50163,180.40
50166,176.70
50169,182.90
50172,185.60
50174,184.90
50178,177.30
50181,185.50
50184,176.80
50186,183.10
50189,179.20
50192,192.50
50195,184.20
50197,187.80
50200,181.10
50203,194.30
50206,186.20
50208,185.20
50211,184.00
50214,183.70
50216,180.50
50220,190.30
50223,180.50
50226,183.10
50228,187.60
50231,183.80
50234,178.60
50237,186.20
50239,184.80
50242,181.60
50245,186.50
50248,183.40
50250,179.10
50253,189.40
50256,187.70
50259,177.70
50262,183.30
50265,185.70
50268,180.80
50270,181.60
50273,182.40
50276,178.60
50279,187.40
50281,180.00
50284,184.60
50287,187.30
50290,180.40
50292,184.30
50295,187.90
50298,182.60
50301,178.10
50304,185.20
50307,188.00
50310,178.20
50313,188.90
50315,190.30
50318,179.70
50321,181.70
50324,184.30
50326,175.10
50329,182.70
50332,181.90
50335,184.90
50337,185.90
50340,182.70
50343,177.80
50345,181.20
50349,177.90
50352,185.10
50355,185.40
50357,182.30
50360,189.20
50363,189.10
50366,182.30
50368,183.30
50371,183.30
50374,178.40
50377,180.10
50379,185.60
50382,177.70
50385,183.10
50388,182.60
50391,194.60
50394,186.40
50397,184.40
50400,164.70
50402,183.30
50405,186.20
50408,182.30
50411,184.40
50413,184.80
50416,170.90
50419,188.10
50421,184.90
50424,189.70
50427,185.10
50430,186.10
50433,182.00
50436,186.00
50439,185.70
50442,189.20
50444,184.10
50447,180.20
50450,176.70
50453,187.30
50455,184.50
50458,184.30
50461,182.90
50464,192.30
50466,174.50
50469,186.50
50472,185.70
50476,178.60
50478,188.40
50481,192.80
50484,183.40
50487,180.40
50489,195.00
50492,182.00
50495,185.70
50497,183.30
50500,182.80
50503,180.70
50506,192.60
50508,185.90
50511,181.80
50514,189.50
50518,180.50
50520,186.50
50523,186.50
50526,183.80
50529,177.40
50531,181.90
50534,180.60
50537,182.10
50540,190.50
50542,180.10
50545,187.40
50548,184.70
50551,183.80
50553,176.70
50556,181.90
50560,178.20
50562,184.40
50565,185.20
50568,182.60
50571,185.60
50573,186.60
50576,184.60
50579,179.40
50582,181.40
50584,180.90
50587,185.40
50590,180.90
50593,177.50
50595,188.30
50598,185.10
50601,184.70
50605,185.90
50607,186.60
50610,178.70
50613,184.30
50616,178.00
50618,180.20
50621,189.40
50624,188.30
50626,187.40
50629,194.80
50632,189.60
50635,186.50
50637,188.80
50640,185.00
50643,184.50
50647,191.50
50649,184.00
50652,188.10
50655,186.00
50658,185.60
50660,184.60
50663,185.40
50666,177.30
50669,187.60
50671,192.10
50674,185.00
50677,175.00
50680,191.60
50682,182.90
50685,178.50
50689,183.80
50691,189.50
50694,181.00
50697,188.10
50700,179.50
50702,182.40
50705,187.40
50708,184.80
50711,189.20
50713,190.40
50716,181.50
50719,183.20
50722,189.20
50724,190.00
50727,187.80
50731,187.20
50734,177.40
50736,185.70
50739,190.80
50742,179.60
50745,182.20
50747,186.60
50750,179.70
50753,183.50
50755,186.60
50758,190.50
50761,186.70
50764,185.50
50766,184.60
50769,188.20
50772,183.50
50776,190.00
50778,186.70
50781,182.30
50784,182.70
50787,186.40
50789,178.80
50792,172.70
50795,188.70
50798,182.30
50800,166.10
50803,179.80
50806,186.50
50809,179.70
50811,186.40
50814,182.40
50818,184.90
50820,182.70
50823,186.60
50826,183.90
50829,184.30
50831,182.40
50834,183.20
50837,180.10
50840,175.80
50842,179.90
50845,178.70
50848,178.60
50851,178.00
50853,186.30
50856,194.10
50860,183.90
50863,182.50
50865,191.70
50868,187.50
50871,184.10
50873,190.30
50876,183.20
50879,181.60
50882,216.40
50884,202.30
50887,203.40
50890,203.00
50893,200.20
50895,201.80
50898,200.30
50902,202.50
50905,207.60
50907,201.40
50910,203.50
50913,204.70
50916,198.40
50918,205.20
50921,202.00
50924,199.60
50927,200.40
50929,195.60
50932,201.50
50935,203.90
50937,201.00
50940,199.30
50944,196.30
50947,199.10
50949,189.80
50952,204.70
50955,207.80
50958,203.90
50960,199.30
50963,198.70
50966,191.40
50969,206.90
50971,206.40
50974,203.70
50977,204.20
50980,205.00
50982,197.00
50985,205.00
50989,212.50
50992,203.30
50994,198.60
50997,204.00
51000,191.80
51002,199.90
51005,199.80
51008,199.20
51011,199.10
51013,201.30
51016,197.10
51019,198.70
51022,199.70
51024,205.00
51027,202.20
51031,197.60
51034,195.60
51036,208.20
51039,198.70
51042,198.20
51045,199.90
51047,201.40
51050,195.00
51053,198.90
51056,206.00
51058,200.50
51061,194.30
51064,201.70
51066,194.70
51069,196.80
51073,202.20
51076,196.80
51078,198.40
51081,200.50
51084,193.00
51087,209.30
51089,201.90
51092,200.50
51095,205.90
51098,204.40
51100,200.30
51103,199.90
51106,196.90
51109,199.30
51111,201.70
51115,198.80
51118,194.40
51121,200.70
51123,200.30
51126,193.00
51129,200.50
51131,201.10
51134,192.60
51137,197.60
51140,204.40
51142,209.50
51145,207.90
51148,199.30
51151,193.40
51153,203.50
51156,201.00
51160,191.40
51163,209.20
51165,198.80
51168,184.20
51171,199.20
51174,200.70
51176,189.60
51179,199.90
51182,194.70
51185,200.90
51187,201.80
51190,202.10
51193,201.50
51195,201.90
51198,203.40
51202,203.50
51205,200.40
51207,200.10
51210,199.40
51213,201.00
51216,205.50
51218,198.70
51221,199.10
51224,210.40
51227,205.30
51229,201.00
51232,198.50
51235,203.20
51238,203.30
51240,209.60
51244,203.00
51247,205.10
51249,199.40
51252,202.30
51255,201.90
51258,202.40
51260,201.90
51263,200.80
51266,198.00
51269,200.40
51271,201.50
51274,204.40
51277,197.70
51280,201.30
51282,190.70
51286,205.80
51289,200.80
51292,200.10
51294,202.30
51297,205.70
51300,197.50
51303,202.60
51305,196.50
51308,200.10
51311,203.40
51313,197.10
51316,187.00
51319,199.20
51322,198.30
51324,200.70
51328,202.10
51331,196.60
51334,197.90
51336,197.70
51339,196.20
51342,197.50
51345,208.70
51347,208.40
51350,197.50
51353,206.50
51356,212.00
51358,199.30
51361,196.00
51364,201.20
51367,190.20
51369,198.40
51373,207.60
51376,204.50
51378,200.80
51381,205.80
51384,200.00
51387,202.00
51389,204.10
51392,205.30
51395,200.20
51398,204.50
51400,204.10
51403,198.60
51406,204.10
51409,200.70
51411,193.80
51415,202.50
51418,195.30
51421,199.50
51423,202.50
51426,198.10
51429,200.10
51431,199.30
51434,202.20
51437,198.90
51440,200.10
51442,208.00
51445,207.20
51448,200.50
51451,204.50
51453,198.00
51457,201.90
51460,201.80
51463,203.60
51465,193.80
51468,203.20
51471,203.30
51474,203.70
51476,200.00
51479,207.50
51482,201.70
51485,197.70
51487,209.20
51490,199.00
51493,197.70
51495,196.20
51499,200.70
51502,204.30
51505,197.20
51507,201.40
51510,204.60
51513,206.20
51516,195.30
51518,197.40
51521,198.00
51524,197.70
51527,201.10
51529,202.30
51532,190.60
51535,201.00
51538,204.00
51540,202.40
51544,188.70
51547,202.40
51549,196.90
51552,193.30
51555,204.40
51558,198.30
51560,194.20
51563,203.00
51566,191.10
51569,184.30
51571,201.40
51574,198.40
51577,201.30
51580,203.80
51582,191.00
51586,259.90
51589,219.60
51592,228.70
51594,213.20
51597,270.30
51600,199.30
51603,252.40
51605,211.50
51608,232.90
51611,213.60
51614,262.70
51616,214.70
51619,257.20
51622,209.90
51624,246.00
51628,210.20
51631,250.30
51634,205.80
51636,208.90
51639,204.30
51642,198.00
51645,212.80
51647,208.40
51650,203.20
51653,210.00
51656,210.30
51658,201.10
51661,209.90
51664,212.60
51667,207.90
51670,204.30
51673,207.30
51676,211.50
51678,205.40
51681,210.10
51684,265.20
51687,207.40
51689,207.10
51692,209.20
51695,206.60
51698,207.30
51700,210.00
51703,202.70
51706,204.40
51709,207.90
51712,210.80
51715,206.60
51718,207.30
51721,209.90
51723,203.50
51726,205.10
51729,204.60
51732,203.60
51734,209.20
51737,209.50
51740,212.00
51743,207.30
51745,206.30
51748,207.80
51751,206.00
51753,207.00
51757,207.60
51760,207.40
51763,209.00
51765,208.30
51768,204.40
51771,213.20
51774,212.60
51776,202.50
51779,208.90
51782,209.20
51785,262.40
51787,208.00
51790,209.20
51793,210.00
51795,204.80
51799,196.60
51802,206.30
51805,205.20
51807,210.00
51810,206.40
51813,206.30
51816,197.70
51818,207.20
51821,209.10
51824,207.40
51827,207.90
51829,195.30
51832,198.60
51835,204.50
51838,208.10
51841,208.40
51844,206.30
51847,202.70
51850,196.30
51852,207.40
51855,209.60
51858,209.40
51860,210.80
51863,209.70
51866,199.30
51869,206.10
51871,214.50
51874,207.70
51877,203.50
