millis,mA
62855,1.70
62857,2.30
62860,2.00
62863,1.20
62865,2.00
62868,2.20
62870,1.60
62873,1.70
62876,1.70
62878,1.90
62881,1.60
62884,1.80
62886,1.80
62889,1.70
62892,1.50
62895,1.80
62898,1.80
62900,1.50
62903,1.20
62906,2.10
62908,2.00
62911,1.70
62913,2.00
62916,1.80
62919,1.60
62921,1.20
62924,2.10
62927,1.50
62929,1.80
62932,2.00
62935,2.10
62938,1.90
62941,1.70
62943,1.90
62946,2.00
62949,2.00
62951,1.50
62954,2.10
62956,2.10
62959,1.50
62962,1.90
62964,2.40
62967,1.30
62970,1.70
62972,1.80
62976,1.70
62978,2.00
62981,1.90
62984,2.00
62986,1.90
62989,1.30
62992,1.90
62994,2.20
62997,1.40
62999,1.30
63002,2.10
63005,1.70
63007,1.50
63010,2.10
63013,2.00
63015,1.30
63019,1.80
63021,1.80
63024,1.60
63027,1.60
63029,2.00
63032,1.90
63035,1.60
63037,2.00
63040,2.00
63042,1.70
63045,1.50
63048,2.30
63050,2.10
63053,1.80
63056,1.20
63058,2.20
63062,1.80
63064,1.20
63067,2.10
63070,2.10
63072,1.70
63075,1.80
63078,2.00
63080,1.90
63083,1.60
63085,2.10
63088,1.60
63091,1.80
63093,1.80
63096,1.80
63099,1.90
63101,2.00
63105,1.60
63107,2.30
63110,1.70
63113,1.30
63115,2.30
63118,1.90
63121,1.70
63123,1.60
63126,2.00
63128,2.00
63131,1.20
63134,2.00
63136,1.80
63139,1.70
63142,1.60
63144,2.00
63148,1.80
63150,1.50
63153,2.00
63156,2.10
63158,1.80
63161,1.60
63164,2.30
63166,1.90
63169,1.80
63171,1.80
63174,2.30
63177,1.90
63179,1.80
63182,2.10
63185,1.90
63187,1.90
63191,1.20
63193,2.30
63196,1.90
63199,1.40
63201,1.80
63204,1.90
63207,1.60
63209,1.50
63212,2.40
63214,1.70
63217,1.80
63220,1.60
63222,1.90
63225,2.00
63228,1.70
63230,2.10
63234,1.80
63236,1.60
63239,1.30
63242,2.10
63244,1.80
63247,1.40
63250,1.60
63252,2.00
63255,1.80
63257,1.80
63260,2.50
63263,1.80
63265,1.50
63268,2.30
63271,1.60
63273,1.80
63277,2.10
63279,2.00
63282,1.80
63285,1.60
63287,1.60
63290,1.90
63293,1.60
63295,1.30
63298,2.10
63300,1.00
63303,1.30
63306,2.40
63308,2.20
63311,1.40
63314,1.50
63316,2.40
63320,2.10
63322,1.70
63325,1.80
63328,1.80
63330,1.60
63333,1.80
